home_team,away_team,tournament,difference
Russia,Wales,UEFA Euro,3
Czech Republic,Turkey,UEFA Euro,2
Namibia,Mozambique,COSAFA Cup,3
United States,Argentina,Copa América,4
Colombia,Chile,Copa América,2
South Africa,Eswatini,COSAFA Cup,4
Germany,Slovakia,UEFA Euro,3
Hungary,Belgium,UEFA Euro,4
Italy,Spain,UEFA Euro,2
Wales,Belgium,UEFA Euro,2
Mongolia,Taiwan,EAFF Championship,2
Northern Mariana Islands,Macau,EAFF Championship,2
France,Iceland,UEFA Euro,3
Northern Mariana Islands,Mongolia,EAFF Championship,8
Portugal,Wales,UEFA Euro,2
France,Germany,UEFA Euro,2
Bhutan,India,Friendly,3
North Korea,United Arab Emirates,Friendly,2
Saudi Arabia,Laos,Friendly,4
Barawa,Tamil Eelam,World Unity Cup,5
Chagos Islands,Tamil Eelam,World Unity Cup,4
Dominican Republic,Puerto Rico,Friendly,5
Chagos Islands,Tamil Eelam,World Unity Cup,4
Kyrgyzstan,Kazakhstan,Friendly,2
Czech Republic,Armenia,Friendly,3
Denmark,Liechtenstein,Friendly,5
Germany,Finland,Friendly,2
Republic of Ireland,Oman,Friendly,4
Australia,Iraq,FIFA World Cup qualification,2
Bahrain,Singapore,Friendly,2
Belgium,Spain,Friendly,2
Bolivia,Peru,FIFA World Cup qualification,3
Colombia,Venezuela,FIFA World Cup qualification,2
Ecuador,Brazil,FIFA World Cup qualification,3
Hong Kong,Cambodia,Friendly,2
Iran,Qatar,FIFA World Cup qualification,2
Italy,France,Friendly,2
Maldives,Bangladesh,Friendly,5
Portugal,Gibraltar,Friendly,5
El Salvador,Mexico,FIFA World Cup qualification,2
Latvia,Luxembourg,Friendly,2
Panama,Jamaica,FIFA World Cup qualification,2
Saint Vincent and the Grenadines,United States,FIFA World Cup qualification,6
Cameroon,Gambia,African Cup of Nations qualification,2
India,Puerto Rico,Friendly,3
Senegal,Namibia,African Cup of Nations qualification,2
Algeria,Lesotho,African Cup of Nations qualification,6
DR Congo,Central African Republic,African Cup of Nations qualification,3
Equatorial Guinea,South Sudan,African Cup of Nations qualification,4
Malta,Scotland,FIFA World Cup qualification,4
Norway,Germany,FIFA World Cup qualification,3
Tunisia,Liberia,African Cup of Nations qualification,3
Israel,Italy,FIFA World Cup qualification,2
Lebanon,Afghanistan,Friendly,2
Spain,Liechtenstein,FIFA World Cup qualification,8
Wales,Moldova,FIFA World Cup qualification,4
Bosnia and Herzegovina,Estonia,FIFA World Cup qualification,5
Canada,El Salvador,FIFA World Cup qualification,2
Chile,Bolivia,FIFA World Cup qualification,3
Costa Rica,Panama,FIFA World Cup qualification,2
Cyprus,Belgium,FIFA World Cup qualification,3
Gibraltar,Greece,FIFA World Cup qualification,3
Indonesia,Malaysia,Friendly,3
Jamaica,Haiti,FIFA World Cup qualification,2
Maldives,Laos,AFC Asian Cup qualification,4
Switzerland,Portugal,FIFA World Cup qualification,2
Thailand,Japan,FIFA World Cup qualification,2
Uruguay,Paraguay,FIFA World Cup qualification,4
United States,Trinidad and Tobago,FIFA World Cup qualification,4
Guatemala,Saint Vincent and the Grenadines,FIFA World Cup qualification,6
Qatar,Serbia,Friendly,3
Curaçao,Antigua and Barbuda,CFU Caribbean Cup qualification,3
Solomon Islands,New Caledonia,Friendly,3
Trinidad and Tobago,Dominican Republic,CFU Caribbean Cup qualification,4
Brazil,Bolivia,FIFA World Cup qualification,5
Cambodia,Hong Kong,Friendly,2
Ecuador,Chile,FIFA World Cup qualification,3
Kosovo,Croatia,FIFA World Cup qualification,6
Liechtenstein,Albania,FIFA World Cup qualification,2
Mauritania,Canada,Friendly,4
Moldova,Serbia,FIFA World Cup qualification,3
United Arab Emirates,Thailand,FIFA World Cup qualification,2
Uruguay,Venezuela,FIFA World Cup qualification,3
Vietnam,North Korea,Friendly,3
Belgium,Bosnia and Herzegovina,FIFA World Cup qualification,4
Cuba,United States,Friendly,2
Estonia,Gibraltar,FIFA World Cup qualification,4
France,Bulgaria,FIFA World Cup qualification,3
Greece,Cyprus,FIFA World Cup qualification,2
Latvia,Faroe Islands,FIFA World Cup qualification,2
Netherlands,Belarus,FIFA World Cup qualification,3
Philippines,Bahrain,Friendly,2
Portugal,Andorra,FIFA World Cup qualification,6
Armenia,Romania,FIFA World Cup qualification,5
DR Congo,Libya,FIFA World Cup qualification,4
England,Malta,FIFA World Cup qualification,2
Germany,Czech Republic,FIFA World Cup qualification,3
Ivory Coast,Mali,FIFA World Cup qualification,2
Montenegro,Kazakhstan,FIFA World Cup qualification,5
Northern Ireland,San Marino,FIFA World Cup qualification,4
Senegal,Cape Verde,FIFA World Cup qualification,2
Albania,Spain,FIFA World Cup qualification,2
Cambodia,Sri Lanka,Friendly,4
Iceland,Turkey,FIFA World Cup qualification,2
Moldova,Republic of Ireland,FIFA World Cup qualification,2
Togo,Mozambique,Friendly,2
Tunisia,Guinea,FIFA World Cup qualification,2
Ukraine,Kosovo,FIFA World Cup qualification,3
Bhutan,Bangladesh,AFC Asian Cup qualification,2
Bosnia and Herzegovina,Cyprus,FIFA World Cup qualification,2
Estonia,Greece,FIFA World Cup qualification,2
Faroe Islands,Portugal,FIFA World Cup qualification,6
Gibraltar,Belgium,FIFA World Cup qualification,6
Latvia,Hungary,FIFA World Cup qualification,2
Philippines,North Korea,Friendly,2
Sweden,Bulgaria,FIFA World Cup qualification,3
Germany,Northern Ireland,FIFA World Cup qualification,2
Hong Kong,Singapore,Friendly,2
Iraq,Thailand,FIFA World Cup qualification,4
Lithuania,Malta,FIFA World Cup qualification,2
Morocco,Canada,Friendly,4
Norway,San Marino,FIFA World Cup qualification,3
Puerto Rico,Curaçao,CFU Caribbean Cup qualification,2
Saudi Arabia,United Arab Emirates,FIFA World Cup qualification,3
Slovakia,Scotland,FIFA World Cup qualification,3
Uzbekistan,China PR,FIFA World Cup qualification,2
Venezuela,Brazil,FIFA World Cup qualification,2
Cambodia,Brunei,AFF Championship,3
Brunei,Timor-Leste,AFC Challenge Cup,4
North Korea,Taiwan,EAFF Championship,2
Laos,Macau,AFC Challenge Cup,3
Mongolia,Sri Lanka,AFC Challenge Cup,2
Tahiti,Solomon Islands,FIFA World Cup qualification,3
Nepal,Brunei,AFC Challenge Cup,3
Guam,North Korea,EAFF Championship,2
Haiti,French Guiana,CFU Caribbean Cup qualification,3
Hong Kong,Taiwan,EAFF Championship,2
Mongolia,Laos,AFC Challenge Cup,3
Syria,Singapore,Friendly,2
Tajikistan,Turkmenistan,Friendly,3
United Arab Emirates,Bahrain,Friendly,2
Brazil,Argentina,FIFA World Cup qualification,3
Iran,Papua New Guinea,Friendly,7
Paraguay,Peru,FIFA World Cup qualification,3
Venezuela,Bolivia,FIFA World Cup qualification,5
Denmark,Kazakhstan,FIFA World Cup qualification,3
England,Scotland,FIFA World Cup qualification,3
Japan,Oman,Kirin Challenge Cup,4
South Korea,Canada,Friendly,2
Northern Ireland,Azerbaijan,FIFA World Cup qualification,4
Romania,Poland,FIFA World Cup qualification,3
San Marino,Germany,FIFA World Cup qualification,8
Slovakia,Lithuania,FIFA World Cup qualification,4
Trinidad and Tobago,Costa Rica,FIFA World Cup qualification,2
Albania,Israel,FIFA World Cup qualification,3
Cape Verde,Burkina Faso,FIFA World Cup qualification,2
Croatia,Iceland,FIFA World Cup qualification,2
Liechtenstein,Italy,FIFA World Cup qualification,4
New Zealand,New Caledonia,FIFA World Cup qualification,2
Nigeria,Algeria,FIFA World Cup qualification,2
Spain,North Macedonia,FIFA World Cup qualification,4
Turkey,Kosovo,FIFA World Cup qualification,2
Belgium,Estonia,FIFA World Cup qualification,7
Cyprus,Gibraltar,FIFA World Cup qualification,2
Egypt,Ghana,FIFA World Cup qualification,2
Hungary,Andorra,FIFA World Cup qualification,4
Luxembourg,Netherlands,FIFA World Cup qualification,2
Portugal,Latvia,FIFA World Cup qualification,3
Saint Kitts and Nevis,Haiti,CFU Caribbean Cup qualification,2
Switzerland,Faroe Islands,FIFA World Cup qualification,2
Zimbabwe,Tanzania,Friendly,3
Myanmar,Oman,Friendly,3
Argentina,Colombia,FIFA World Cup qualification,3
Chile,Uruguay,FIFA World Cup qualification,2
Costa Rica,United States,FIFA World Cup qualification,4
Ecuador,Venezuela,FIFA World Cup qualification,3
Honduras,Trinidad and Tobago,FIFA World Cup qualification,2
Malta,Iceland,Friendly,2
Northern Ireland,Croatia,Friendly,3
Peru,Brazil,FIFA World Cup qualification,2
Ukraine,Serbia,Friendly,2
United Arab Emirates,Iraq,FIFA World Cup qualification,2
Thailand,Indonesia,AFF Championship,2
Myanmar,Cambodia,AFF Championship,2
Myanmar,Thailand,AFF Championship,2
Thailand,Myanmar,AFF Championship,4
Thailand,Indonesia,AFF Championship,2
Nicaragua,Trinidad and Tobago,Friendly,2
Basque Country,Tunisia,Friendly,2
Tunisia,Uganda,Friendly,2
Cameroon,DR Congo,Friendly,2
Suriname,Haiti,CFU Caribbean Cup qualification,2
Algeria,Mauritania,Friendly,2
Algeria,Mauritania,Friendly,6
China PR,Iceland,Friendly,2
Congo,Senegal,Friendly,2
Ivory Coast,Uganda,Friendly,3
Cambodia,Saudi Arabia,Friendly,5
Belize,Costa Rica,UNCAF Cup,3
Tunisia,Senegal,African Cup of Nations,2
El Salvador,Belize,UNCAF Cup,2
Senegal,Zimbabwe,African Cup of Nations,2
Morocco,Togo,African Cup of Nations,2
Nicaragua,Belize,UNCAF Cup,2
Bermuda,Canada,Friendly,2
Guinea-Bissau,Burkina Faso,African Cup of Nations,2
Zimbabwe,Tunisia,African Cup of Nations,2
Togo,DR Congo,African Cup of Nations,2
Burkina Faso,Tunisia,African Cup of Nations,2
Cameroon,Ghana,African Cup of Nations,2
Ecuador,Honduras,Friendly,2
Trinidad and Tobago,Barbados,Friendly,2
Burundi,Djibouti,Friendly,7
Honduras,Nicaragua,Friendly,2
San Marino,Moldova,Friendly,2
Indonesia,Myanmar,Friendly,2
Cyprus,Kazakhstan,Friendly,2
Czech Republic,Lithuania,Friendly,3
Djibouti,South Sudan,African Cup of Nations qualification,2
Jordan,Hong Kong,Friendly,4
Papua New Guinea,Tahiti,FIFA World Cup qualification,2
Thailand,Saudi Arabia,FIFA World Cup qualification,3
United Arab Emirates,Japan,FIFA World Cup qualification,2
Uruguay,Brazil,FIFA World Cup qualification,3
Austria,Moldova,FIFA World Cup qualification,2
Comoros,Mauritius,African Cup of Nations qualification,2
Georgia,Serbia,FIFA World Cup qualification,2
Italy,Albania,FIFA World Cup qualification,2
Liechtenstein,North Macedonia,FIFA World Cup qualification,3
Mexico,Costa Rica,FIFA World Cup qualification,2
Morocco,Burkina Faso,Friendly,2
Russia,Ivory Coast,Friendly,2
Spain,Israel,FIFA World Cup qualification,3
Turkey,Finland,FIFA World Cup qualification,2
United States,Honduras,FIFA World Cup qualification,6
Bosnia and Herzegovina,Gibraltar,FIFA World Cup qualification,5
Bulgaria,Netherlands,FIFA World Cup qualification,2
Fiji,New Zealand,FIFA World Cup qualification,2
Luxembourg,France,FIFA World Cup qualification,2
Mozambique,Angola,Friendly,2
Portugal,Hungary,FIFA World Cup qualification,3
South Africa,Guinea-Bissau,Friendly,2
Sweden,Belarus,FIFA World Cup qualification,4
Tanzania,Botswana,Friendly,2
Armenia,Kazakhstan,FIFA World Cup qualification,2
Azerbaijan,Germany,FIFA World Cup qualification,3
England,Lithuania,FIFA World Cup qualification,2
Malta,Slovakia,FIFA World Cup qualification,2
Northern Ireland,Norway,FIFA World Cup qualification,2
San Marino,Czech Republic,FIFA World Cup qualification,6
Turkey,Moldova,Friendly,2
Australia,United Arab Emirates,FIFA World Cup qualification,2
Bolivia,Argentina,FIFA World Cup qualification,2
Brazil,Paraguay,FIFA World Cup qualification,3
Chile,Venezuela,FIFA World Cup qualification,2
Ecuador,Colombia,FIFA World Cup qualification,2
Egypt,Togo,Friendly,3
Estonia,Croatia,Friendly,3
France,Spain,Friendly,2
Georgia,Latvia,Friendly,5
Japan,Thailand,FIFA World Cup qualification,4
Jordan,Cambodia,AFC Asian Cup qualification,7
Lebanon,Hong Kong,AFC Asian Cup qualification,2
Luxembourg,Cape Verde,Friendly,2
North Macedonia,Belarus,Friendly,3
Maldives,Palestine,AFC Asian Cup qualification,3
New Zealand,Fiji,FIFA World Cup qualification,2
Oman,Bhutan,AFC Asian Cup qualification,14
Philippines,Nepal,AFC Asian Cup qualification,3
South Sudan,Djibouti,African Cup of Nations qualification,6
Martinique,Guadeloupe,Friendly,3
South Sudan,Somalia,African Nations Championship,2
Senegal,Mauritania,Friendly,2
Italy,San Marino,Friendly,8
Mexico,Republic of Ireland,Friendly,2
Nigeria,Togo,Friendly,3
Chile,Burkina Faso,Friendly,3
France,Paraguay,Friendly,5
Portugal,Cyprus,Friendly,4
Armenia,Saint Kitts and Nevis,Friendly,5
Republic of Ireland,Uruguay,Friendly,2
Netherlands,Ivory Coast,Friendly,5
Togo,Comoros,Friendly,2
DR Congo,Botswana,Friendly,2
Hungary,Russia,Friendly,3
Bahrain,Palestine,Friendly,2
India,Nepal,Friendly,2
Uzbekistan,Thailand,Friendly,2
Northern Cyprus,South Ossetia,CONIFA European Football Cup,8
China PR,Philippines,Friendly,7
Georgia,Saint Kitts and Nevis,Friendly,3
Italy,Uruguay,Friendly,3
United Arab Emirates,Laos,Friendly,4
South Ossetia,Kárpátalja,CONIFA European Football Cup,3
Ellan Vannin,Székely Land,CONIFA European Football Cup,2
Padania,Felvidék,CONIFA European Football Cup,2
Cambodia,Indonesia,Friendly,2
Mexico,Honduras,FIFA World Cup qualification,3
United States,Trinidad and Tobago,FIFA World Cup qualification,2
Estonia,Belgium,FIFA World Cup qualification,2
Faroe Islands,Switzerland,FIFA World Cup qualification,2
Latvia,Portugal,FIFA World Cup qualification,3
Libya,Seychelles,African Cup of Nations qualification,4
Netherlands,Luxembourg,FIFA World Cup qualification,5
Sudan,Madagascar,African Cup of Nations qualification,2
South Ossetia,Felvidék,CONIFA European Football Cup,2
Burkina Faso,Angola,African Cup of Nations qualification,2
Burundi,South Sudan,African Cup of Nations qualification,3
DR Congo,Congo,African Cup of Nations qualification,2
Germany,San Marino,FIFA World Cup qualification,7
Kazakhstan,Denmark,FIFA World Cup qualification,2
Montenegro,Armenia,FIFA World Cup qualification,3
Nigeria,South Africa,African Cup of Nations qualification,2
Poland,Romania,FIFA World Cup qualification,2
Senegal,Equatorial Guinea,African Cup of Nations qualification,3
Slovenia,Malta,FIFA World Cup qualification,2
Székely Land,Abkhazia,CONIFA European Football Cup,2
Ghana,Ethiopia,African Cup of Nations qualification,5
Israel,Albania,FIFA World Cup qualification,3
Italy,Liechtenstein,FIFA World Cup qualification,5
Kosovo,Turkey,FIFA World Cup qualification,3
Zimbabwe,Liberia,African Cup of Nations qualification,3
Iran,Uzbekistan,FIFA World Cup qualification,2
Australia,Brazil,Friendly,4
Bhutan,Maldives,AFC Asian Cup qualification,2
Cameroon,Colombia,Friendly,4
El Salvador,Ecuador,Friendly,3
Macau,Myanmar,AFC Asian Cup qualification,4
Singapore,Argentina,Friendly,6
French Guiana,Barbados,Friendly,3
Russia,New Zealand,Confederations Cup,2
Cameroon,Chile,Confederations Cup,2
New Zealand,Portugal,Confederations Cup,4
Germany,Cameroon,Confederations Cup,2
Tanzania,Malawi,COSAFA Cup,2
Alderney,Jersey,Island Games,3
Gotland,Frøya,Island Games,6
Western Isles,Greenland,Island Games,3
Isle of Man,Hitra,Island Games,5
Ynys Môn,Falkland Islands,Island Games,3
Madagascar,Seychelles,COSAFA Cup,2
Mozambique,Zimbabwe,COSAFA Cup,4
Orkney,Alderney,Island Games,3
Gotland,Western Isles,Island Games,8
Shetland,Guernsey,Island Games,3
Falkland Islands,Isle of Man,Island Games,3
Hitra,Ynys Môn,Island Games,4
Menorca,Alderney,Island Games,6
Orkney,Jersey,Island Games,3
Frøya,Western Isles,Island Games,2
Isle of Man,Ynys Môn,Island Games,4
Germany,Mexico,Confederations Cup,3
Falkland Islands,Alderney,Island Games,3
Saare County,Frøya,Island Games,2
Orkney,Shetland,Island Games,2
Ynys Môn,Åland Islands,Island Games,2
Mozambique,Madagascar,COSAFA Cup,3
Zimbabwe,Seychelles,COSAFA Cup,6
Greenland,Isle of Man,Island Games,6
South Africa,Botswana,COSAFA Cup,2
Saint Vincent and the Grenadines,Barbados,Friendly,2
Zambia,Tanzania,COSAFA Cup,2
Grenada,Barbados,Windward Islands Tournament,2
French Guiana,Canada,Gold Cup,2
Martinique,Nicaragua,Gold Cup,2
Curaçao,Jamaica,Gold Cup,2
Mexico,El Salvador,Gold Cup,2
Zambia,Zimbabwe,COSAFA Cup,2
El Salvador,Curaçao,Gold Cup,2
Costa Rica,French Guiana,Gold Cup,3
Thailand,North Korea,King's Cup,3
Panama,Martinique,Gold Cup,3
United States,Nicaragua,Gold Cup,3
Djibouti,Ethiopia,African Nations Championship,4
Botswana,South Africa,African Nations Championship,2
Comoros,Lesotho,African Nations Championship,2
Guinea-Bissau,Guinea,African Nations Championship,2
Curaçao,Mexico,Gold Cup,2
Eswatini,Zambia,African Nations Championship,4
Liberia,Mauritania,African Nations Championship,2
United States,El Salvador,Gold Cup,2
United States,Costa Rica,Gold Cup,2
Uganda,South Sudan,African Nations Championship,4
Zambia,Eswatini,African Nations Championship,3
Guinea,Guinea-Bissau,African Nations Championship,7
Mali,Gambia,African Nations Championship,4
Senegal,Sierra Leone,African Nations Championship,2
Ethiopia,Djibouti,African Nations Championship,3
Mozambique,Madagascar,African Nations Championship,2
Ecuador,Trinidad and Tobago,Friendly,2
São Tomé and Príncipe,Cameroon,African Nations Championship,2
Morocco,Egypt,African Nations Championship,2
Cameroon,São Tomé and Príncipe,African Nations Championship,2
Oman,Afghanistan,Friendly,2
Belgium,Gibraltar,FIFA World Cup qualification,9
Brazil,Ecuador,FIFA World Cup qualification,2
Chile,Paraguay,FIFA World Cup qualification,3
France,Netherlands,FIFA World Cup qualification,4
Hungary,Latvia,FIFA World Cup qualification,2
Japan,Australia,FIFA World Cup qualification,2
Niger,Togo,Friendly,2
Portugal,Faroe Islands,FIFA World Cup qualification,4
Switzerland,Andorra,FIFA World Cup qualification,3
Syria,Qatar,FIFA World Cup qualification,2
Denmark,Poland,FIFA World Cup qualification,4
Kazakhstan,Montenegro,FIFA World Cup qualification,3
Lithuania,Scotland,FIFA World Cup qualification,3
Malta,England,FIFA World Cup qualification,4
Morocco,Mali,FIFA World Cup qualification,6
New Zealand,Solomon Islands,FIFA World Cup qualification,5
Nigeria,Cameroon,FIFA World Cup qualification,4
Norway,Azerbaijan,FIFA World Cup qualification,2
San Marino,Northern Ireland,FIFA World Cup qualification,3
United States,Costa Rica,FIFA World Cup qualification,2
Albania,Liechtenstein,FIFA World Cup qualification,2
Canada,Jamaica,Friendly,2
Gabon,Ivory Coast,FIFA World Cup qualification,3
Serbia,Moldova,FIFA World Cup qualification,3
Spain,Italy,FIFA World Cup qualification,3
Ukraine,Turkey,FIFA World Cup qualification,2
Zambia,Algeria,FIFA World Cup qualification,2
Belarus,Sweden,FIFA World Cup qualification,4
Gibraltar,Bosnia and Herzegovina,FIFA World Cup qualification,4
Latvia,Switzerland,FIFA World Cup qualification,3
Netherlands,Bulgaria,FIFA World Cup qualification,2
Armenia,Denmark,FIFA World Cup qualification,3
Azerbaijan,San Marino,FIFA World Cup qualification,4
Germany,Norway,FIFA World Cup qualification,6
Northern Ireland,Czech Republic,FIFA World Cup qualification,2
Poland,Kazakhstan,FIFA World Cup qualification,3
Scotland,Malta,FIFA World Cup qualification,2
Slovenia,Lithuania,FIFA World Cup qualification,4
Bahrain,Taiwan,AFC Asian Cup qualification,5
Bhutan,Palestine,AFC Asian Cup qualification,2
Congo,Ghana,FIFA World Cup qualification,4
Iceland,Ukraine,FIFA World Cup qualification,2
Jordan,Afghanistan,AFC Asian Cup qualification,3
Liechtenstein,Spain,FIFA World Cup qualification,8
Macau,India,AFC Asian Cup qualification,2
Mauritania,Niger,Friendly,2
Moldova,Wales,FIFA World Cup qualification,2
Oman,Maldives,AFC Asian Cup qualification,5
Panama,Trinidad and Tobago,FIFA World Cup qualification,3
