home_team,away_team,home_score,away_score,tournament,difference
Belgium,France,4,1,Friendly,3
Norway,Scotland,3,7,Friendly,4
Netherlands,Scotland,0,2,Friendly,2
Sweden,Netherlands,6,2,Friendly,4
Sweden,Finland,3,1,Nordic Championship,2
Argentina,Uruguay,2,0,Friendly,2
Norway,Finland,4,0,Nordic Championship,4
Denmark,Norway,2,5,Nordic Championship,3
Germany,Sweden,3,0,Friendly,3
Sweden,Estonia,4,1,Friendly,3
Sweden,Latvia,10,0,Friendly,10
Latvia,Lithuania,3,1,Baltic Cup,2
Estonia,Lithuania,5,2,Baltic Cup,3
Finland,Latvia,3,1,Friendly,2
Estonia,Latvia,4,1,Friendly,3
Czechoslovakia,Switzerland,5,0,Central European International Cup,5
Denmark,Finland,8,0,Nordic Championship,8
Northern Ireland,England,0,3,British Home Championship,3
Germany,Finland,4,0,Friendly,4
Wales,Scotland,2,4,British Home Championship,2
Switzerland,Austria,1,3,Central European International Cup,2
Paraguay,Uruguay,3,0,Copa América,3
Argentina,Peru,3,0,Copa América,3
Netherlands,Norway,1,4,Friendly,3
Trinidad and Tobago,Guyana,3,1,Friendly,2
Argentina,Paraguay,4,1,Copa América,3
Peru,Uruguay,1,4,Copa América,3
Paraguay,Peru,5,0,Copa América,5
Argentina,Uruguay,2,0,Copa América,2
England,Wales,6,0,British Home Championship,6
Italy,Portugal,6,1,Friendly,5
Northern Ireland,Wales,7,0,British Home Championship,7
Italy,Switzerland,4,2,Friendly,2
Scotland,Northern Ireland,3,1,British Home Championship,2
Portugal,France,2,0,Friendly,2
Germany,Italy,0,2,Friendly,2
England,Scotland,5,2,British Home Championship,3
France,Belgium,1,6,Friendly,5
Yugoslavia,Bulgaria,6,1,Friendly,5
Uganda,Kenya,5,0,Friendly,5
Switzerland,Germany,0,5,Friendly,5
Belgium,Republic of Ireland,1,3,Friendly,2
Hungary,Italy,0,5,Central European International Cup,5
Belgium,Netherlands,3,1,Friendly,2
France,Scotland,0,2,Friendly,2
Romania,Greece,8,1,Balkan Cup,7
China PR,Philippines,5,0,Friendly,5
Norway,Finland,6,2,Nordic Championship,4
Hungary,Netherlands,6,2,Friendly,4
Czechoslovakia,Spain,2,0,Friendly,2
Finland,Denmark,1,6,Nordic Championship,5
Norway,Switzerland,3,0,Friendly,3
Denmark,Sweden,6,1,Nordic Championship,5
Sweden,Norway,6,3,Nordic Championship,3
Belgium,United States,0,3,FIFA World Cup,3
France,Mexico,4,1,FIFA World Cup,3
Peru,Romania,1,3,FIFA World Cup,2
Chile,Mexico,3,0,FIFA World Cup,3
Bolivia,Yugoslavia,0,4,FIFA World Cup,4
Paraguay,United States,0,3,FIFA World Cup,3
Estonia,Sweden,1,5,Friendly,4
Argentina,Mexico,6,3,FIFA World Cup,3
Bolivia,Brazil,0,4,FIFA World Cup,4
Uruguay,Romania,4,0,FIFA World Cup,4
Argentina,Chile,3,1,FIFA World Cup,2
Latvia,Sweden,0,5,Friendly,5
Argentina,United States,6,1,FIFA World Cup,5
Uruguay,Yugoslavia,6,1,FIFA World Cup,5
Uruguay,Argentina,4,2,FIFA World Cup,2
Argentina,Yugoslavia,3,1,Friendly,2
Latvia,Finland,3,0,Friendly,3
Estonia,Finland,4,0,Friendly,4
Brazil,Yugoslavia,4,1,Friendly,3
Denmark,Germany,6,3,Friendly,3
Lithuania,Estonia,4,0,Friendly,4
Germany,Hungary,5,3,Friendly,2
Sweden,Poland,0,3,Friendly,3
Bulgaria,Romania,5,3,Balkan Cup,2
England,Northern Ireland,5,1,British Home Championship,4
Poland,Latvia,6,0,Friendly,6
Switzerland,Netherlands,6,3,Friendly,3
Austria,Sweden,4,1,Friendly,3
Bulgaria,Yugoslavia,0,3,Balkan Cup,3
Wales,England,0,4,British Home Championship,4
Greece,Bulgaria,6,1,Balkan Cup,5
Italy,France,5,0,Friendly,5
Barbados,Trinidad and Tobago,1,5,Friendly,4
Guyana,Trinidad and Tobago,0,2,Friendly,2
Barbados,Trinidad and Tobago,1,7,Friendly,6
Guyana,Barbados,9,0,Friendly,9
Guyana,Barbados,7,0,Friendly,7
Yugoslavia,Greece,4,1,Balkan Cup,3
Scotland,England,2,0,British Home Championship,2
Hungary,Switzerland,6,2,Central European International Cup,4
Portugal,Italy,0,2,Friendly,2
Belgium,Netherlands,4,2,Friendly,2
Romania,Bulgaria,5,2,Balkan Cup,3
France,England,5,2,Friendly,3
Austria,Scotland,5,0,Friendly,5
Belgium,England,1,4,Friendly,3
Italy,Scotland,3,0,Friendly,3
Germany,Austria,0,6,Friendly,6
Denmark,Norway,3,1,Nordic Championship,2
Estonia,Lithuania,4,1,Friendly,3
Czechoslovakia,Switzerland,7,3,Central European International Cup,4
Denmark,Netherlands,0,2,Friendly,2
Poland,Czechoslovakia,0,4,Friendly,4
Austria,Switzerland,2,0,Friendly,2
Finland,Estonia,3,1,Friendly,2
Sweden,Denmark,3,1,Nordic Championship,2
Yugoslavia,Romania,2,4,Balkan Cup,2
Latvia,Lithuania,5,2,Friendly,3
Sweden,Finland,8,2,Nordic Championship,6
Sweden,Estonia,3,1,Friendly,2
Argentina,Paraguay,3,1,Copa Chevallier Boutell,2
Sweden,Latvia,6,0,Friendly,6
Finland,Latvia,4,0,Friendly,4
Lithuania,Romania,2,4,Friendly,2
Estonia,Lithuania,2,0,Baltic Cup,2
Estonia,Latvia,3,1,Baltic Cup,2
Brazil,Uruguay,2,0,Copa Rio Branco,2
Austria,Germany,5,0,Friendly,5
Scotland,Northern Ireland,3,1,British Home Championship,2
Hungary,Czechoslovakia,3,0,Friendly,3
Bulgaria,Turkey,5,1,Balkan Cup,4
Germany,Denmark,4,2,Friendly,2
Turkey,Yugoslavia,2,0,Balkan Cup,2
Northern Ireland,England,2,6,British Home Championship,4
Poland,Yugoslavia,6,3,Friendly,3
Hungary,Sweden,3,1,Friendly,2
England,Wales,3,1,British Home Championship,2
Greece,Romania,2,4,Balkan Cup,2
Switzerland,Austria,1,8,Central European International Cup,7
Northern Ireland,Wales,4,0,British Home Championship,4
England,Spain,7,1,Friendly,6
Republic of Ireland,Spain,0,5,Friendly,5
Italy,Switzerland,3,0,Central European International Cup,3
Germany,Switzerland,2,0,Friendly,2
Haiti,Jamaica,4,1,Friendly,3
Belgium,Netherlands,1,4,Friendly,3
Czechoslovakia,Hungary,1,3,Friendly,2
England,Scotland,3,0,British Home Championship,3
Switzerland,Czechoslovakia,5,1,Central European International Cup,4
Austria,Hungary,8,2,Friendly,6
Barbados,Trinidad and Tobago,1,3,Friendly,2
Belgium,France,5,2,Friendly,3
France,Scotland,1,3,Friendly,2
Netherlands,Republic of Ireland,0,2,Friendly,2
Argentina,Uruguay,2,0,Friendly,2
Sweden,Finland,7,1,Friendly,6
Yugoslavia,Poland,0,3,Friendly,3
Estonia,Latvia,3,0,Friendly,3
Norway,Estonia,3,0,Friendly,3
Bulgaria,France,3,5,Friendly,2
Finland,Sweden,1,3,Nordic Championship,2
Romania,France,6,3,Friendly,3
Sweden,Belgium,3,1,Friendly,2
Denmark,Sweden,3,1,Nordic Championship,2
Switzerland,Hungary,3,1,Central European International Cup,2
Bulgaria,Romania,2,0,Balkan Cup,2
Yugoslavia,Greece,7,1,Balkan Cup,6
Greece,Romania,0,3,Balkan Cup,3
Finland,Germany,1,4,Friendly,3
Sweden,Norway,1,4,Nordic Championship,3
Bulgaria,Greece,2,0,Balkan Cup,2
Yugoslavia,Romania,3,1,Balkan Cup,2
Poland,Sweden,2,0,Friendly,2
Estonia,Sweden,1,3,Friendly,2
Estonia,Finland,0,3,Friendly,3
Uganda,Kenya,13,1,Friendly,12
Latvia,Lithuania,4,1,Baltic Cup,3
Finland,Denmark,4,2,Nordic Championship,2
Northern Ireland,Scotland,0,4,British Home Championship,4
Sweden,Lithuania,8,1,Friendly,7
Romania,Poland,0,5,Friendly,5
Austria,Switzerland,3,1,Central European International Cup,2
Scotland,Wales,2,5,British Home Championship,3
Italy,Hungary,4,2,Friendly,2
Germany,Netherlands,0,2,Friendly,2
Wales,Northern Ireland,4,1,British Home Championship,3
Belgium,Austria,1,6,Friendly,5
Italy,Germany,3,1,Friendly,2
Netherlands,Switzerland,0,2,Friendly,2
Argentina,Uruguay,4,1,Friendly,3
France,Austria,0,4,Friendly,4
Hungary,Czechoslovakia,2,0,Friendly,2
France,Belgium,3,0,Friendly,3
Spain,Portugal,3,0,Friendly,3
Switzerland,Italy,0,3,Central European International Cup,3
Belgium,Netherlands,1,3,Friendly,2
Italy,Czechoslovakia,2,0,Central European International Cup,2
Switzerland,Yugoslavia,4,1,Friendly,3
Switzerland,England,0,4,Friendly,4
Spain,Bulgaria,13,0,Friendly,13
Latvia,Estonia,2,0,Friendly,2
Greece,Yugoslavia,3,5,Balkan Cup,2
Romania,Bulgaria,7,0,Balkan Cup,7
Australia,New Zealand,4,2,Friendly,2
Bulgaria,Yugoslavia,0,4,Balkan Cup,4
Bulgaria,Greece,2,0,Balkan Cup,2
Czechoslovakia,France,4,0,Friendly,4
Austria,Belgium,4,1,Friendly,3
Romania,Yugoslavia,5,0,Balkan Cup,5
Sweden,Estonia,6,2,FIFA World Cup qualification,4
Latvia,Lithuania,6,2,Friendly,4
Australia,New Zealand,6,4,Friendly,2
Australia,New Zealand,4,2,Friendly,2
Lithuania,Sweden,0,2,FIFA World Cup qualification,2
Sweden,Hungary,5,2,Friendly,3
Sweden,Finland,2,0,Nordic Championship,2
Finland,Lithuania,9,2,Friendly,7
Finland,Norway,1,5,Nordic Championship,4
Lithuania,Estonia,0,5,Friendly,5
Hungary,Switzerland,3,0,Central European International Cup,3
Aruba,Curaçao,1,3,Friendly,2
Denmark,Finland,2,0,Nordic Championship,2
Aruba,Curaçao,0,2,Friendly,2
Northern Ireland,England,0,3,British Home Championship,3
Germany,Belgium,8,1,Friendly,7
Trinidad and Tobago,Barbados,8,4,Friendly,4
Trinidad and Tobago,Guyana,2,0,Friendly,2
Barbados,Guyana,0,2,Friendly,2
Trinidad and Tobago,Barbados,3,1,Friendly,2
Barbados,Guyana,2,5,Friendly,3
Trinidad and Tobago,Barbados,6,0,Friendly,6
Switzerland,Germany,0,2,Friendly,2
Italy,Switzerland,5,2,Central European International Cup,3
England,France,4,1,Friendly,3
Germany,Hungary,3,1,Friendly,2
Haiti,Cuba,1,3,FIFA World Cup qualification,2
Catalonia,Spain,0,2,Friendly,2
Haiti,Cuba,0,6,FIFA World Cup qualification,6
Italy,Austria,2,4,Central European International Cup,2
Luxembourg,Germany,1,9,FIFA World Cup qualification,8
Mexico,Cuba,5,0,FIFA World Cup qualification,5
Netherlands,Belgium,9,3,Friendly,6
Spain,Portugal,9,0,FIFA World Cup qualification,9
Guadeloupe,Martinique,0,6,Friendly,6
Egypt,Israel,7,1,FIFA World Cup qualification,6
Mexico,Cuba,4,1,FIFA World Cup qualification,3
Bulgaria,Hungary,1,4,FIFA World Cup qualification,3
Italy,Greece,4,0,FIFA World Cup qualification,4
Israel,Egypt,1,4,FIFA World Cup qualification,3
Netherlands,Republic of Ireland,5,2,FIFA World Cup qualification,3
England,Scotland,3,0,British Home Championship,3
Austria,Hungary,5,2,Friendly,3
Luxembourg,France,1,6,FIFA World Cup qualification,5
Austria,Bulgaria,6,1,FIFA World Cup qualification,5
Hungary,Bulgaria,4,1,FIFA World Cup qualification,3
Belgium,Netherlands,2,4,FIFA World Cup qualification,2
Philippines,China PR,0,2,Friendly,2
Japan,Indonesia,1,7,Friendly,6
China PR,Indonesia,2,0,Friendly,2
Denmark,Poland,4,2,Friendly,2
Sweden,Poland,4,2,Friendly,2
Mexico,United States,2,4,FIFA World Cup qualification,2
Belgium,Germany,2,5,FIFA World Cup,3
Brazil,Spain,1,3,FIFA World Cup,2
Egypt,Hungary,2,4,FIFA World Cup,2
Italy,United States,7,1,FIFA World Cup,6
Czechoslovakia,Germany,3,1,FIFA World Cup,2
Yugoslavia,Brazil,8,4,Friendly,4
Lithuania,Latvia,2,0,Friendly,2
Denmark,Sweden,3,5,Nordic Championship,2
Curaçao,Suriname,3,1,Friendly,2
Yugoslavia,Poland,4,1,Friendly,3
Czechoslovakia,Yugoslavia,3,1,Friendly,2
Norway,Finland,4,2,Nordic Championship,2
Latvia,Lithuania,1,3,Friendly,2
Poland,Germany,2,5,Friendly,3
Norway,Denmark,3,1,Nordic Championship,2
Sweden,Latvia,3,1,Friendly,2
Wales,England,0,4,British Home Championship,4
Denmark,Germany,2,5,Friendly,3
Hungary,Austria,3,1,Central European International Cup,2
Latvia,Poland,2,6,Friendly,4
Switzerland,Netherlands,2,4,Friendly,2
Austria,Switzerland,3,0,Central European International Cup,3
Italy,Hungary,4,2,Friendly,2
Republic of Ireland,Hungary,2,4,Friendly,2
Romania,Yugoslavia,0,4,Balkan Cup,4
Argentina,Chile,4,1,Copa América,3
Peru,Argentina,1,4,Copa América,3
Spain,France,2,0,Friendly,2
Argentina,Uruguay,0,3,Copa América,3
Germany,Switzerland,4,0,Friendly,4
Uganda,Kenya,5,1,Friendly,4
Czechoslovakia,Switzerland,3,1,Central European International Cup,2
France,Germany,1,3,Friendly,2
Curaçao,Aruba,2,0,Friendly,2
Austria,Italy,0,2,Central European International Cup,2
Curaçao,Aruba,4,0,Friendly,4
Wales,Northern Ireland,3,1,British Home Championship,2
Netherlands,Belgium,4,2,Friendly,2
Scotland,England,2,0,British Home Championship,2
Switzerland,Hungary,6,2,Central European International Cup,4
Belgium,Germany,1,6,Friendly,5
Germany,Republic of Ireland,3,1,Friendly,2
Kenya,Uganda,1,3,Friendly,2
Austria,Poland,5,2,Friendly,3
Belgium,Netherlands,0,2,Friendly,2
Hungary,Austria,6,3,Friendly,3
France,Hungary,2,0,Friendly,2
United States,Scotland,1,5,Friendly,4
Suriname,Curaçao,4,1,Friendly,3
Latvia,Lithuania,6,1,Friendly,5
United States,Scotland,1,4,Friendly,3
Bulgaria,Greece,5,2,Balkan Cup,3
Sweden,Denmark,3,1,Nordic Championship,2
Romania,Yugoslavia,0,2,Balkan Cup,2
Bulgaria,Romania,4,0,Balkan Cup,4
Greece,Yugoslavia,1,6,Balkan Cup,5
Sweden,Germany,3,1,Friendly,2
Latvia,Sweden,0,3,Friendly,3
Suriname,Trinidad and Tobago,0,3,Friendly,3
Argentina,Uruguay,3,0,Friendly,3
Germany,Finland,6,0,Friendly,6
Germany,Romania,4,2,Friendly,2
Sweden,Romania,7,1,Friendly,6
Finland,Norway,1,5,Nordic Championship,4
Germany,Estonia,5,0,Friendly,5
Norway,Sweden,0,2,Nordic Championship,2
Denmark,Finland,5,1,Nordic Championship,4
Germany,Latvia,3,0,Friendly,3
Northern Ireland,England,1,3,British Home Championship,2
Germany,Bulgaria,4,2,Friendly,2
Netherlands,Denmark,3,0,Friendly,3
Romania,Poland,4,1,Friendly,3
Switzerland,Norway,2,0,Friendly,2
France,Sweden,2,0,Friendly,2
Hungary,Switzerland,6,1,Friendly,5
Belgium,Sweden,5,1,Friendly,4
England,Germany,3,0,Friendly,3
Republic of Ireland,Netherlands,3,5,Friendly,2
Curaçao,Trinidad and Tobago,3,1,Friendly,2
French Guiana,Suriname,1,3,Friendly,2
France,Netherlands,1,6,Friendly,5
Curaçao,Trinidad and Tobago,4,2,Friendly,2
France,Czechoslovakia,0,3,Friendly,3
Belgium,Poland,0,2,Friendly,2
Trinidad and Tobago,Curaçao,3,0,Friendly,3
Portugal,Germany,1,3,Friendly,2
France,Belgium,3,0,Friendly,3
Netherlands,Belgium,8,0,Friendly,8
Austria,Hungary,3,5,Friendly,2
Switzerland,Spain,0,2,Friendly,2
Luxembourg,Republic of Ireland,1,5,Friendly,4
Romania,Greece,5,2,Balkan Cup,3
Romania,Bulgaria,4,1,Balkan Cup,3
Lithuania,Latvia,1,5,Friendly,4
Egypt,Greece,3,1,Friendly,2
Sweden,Switzerland,5,2,Friendly,3
Finland,Denmark,1,4,Nordic Championship,3
Lithuania,Estonia,2,0,Friendly,2
New Zealand,Australia,1,7,Friendly,6
Sweden,Norway,2,0,Nordic Championship,2
New Zealand,Australia,0,10,Friendly,10
New Zealand,Australia,1,4,Friendly,3
Norway,Finland,0,2,Nordic Championship,2
Yugoslavia,Poland,9,3,Friendly,6
Germany,Luxembourg,7,2,Friendly,5
Hungary,Austria,5,3,Central European International Cup,2
Scotland,Germany,2,0,Friendly,2
Republic of Ireland,Germany,5,2,Friendly,3
Czechoslovakia,Hungary,5,2,Central European International Cup,3
Italy,Switzerland,4,2,Central European International Cup,2
Northern Ireland,Scotland,1,3,British Home Championship,2
Switzerland,Austria,1,3,Central European International Cup,2
England,Northern Ireland,3,1,British Home Championship,2
England,Hungary,6,2,Friendly,4
Italy,Czechoslovakia,2,0,Friendly,2
Paraguay,Uruguay,4,2,Copa América,2
Brazil,Chile,6,4,Copa América,2
Suriname,Guyana,8,0,Friendly,8
Guyana,Trinidad and Tobago,0,3,Friendly,3
Peru,Uruguay,2,4,Copa América,2
Argentina,Paraguay,6,1,Copa América,5
Chile,Uruguay,3,0,Copa América,3
Brazil,Paraguay,5,0,Copa América,5
Argentina,Brazil,2,0,Copa América,2
Belgium,France,3,1,Friendly,2
Czechoslovakia,Switzerland,5,3,Central European International Cup,2
Wales,Northern Ireland,4,1,British Home Championship,3
Germany,France,4,0,Friendly,4
Switzerland,Hungary,1,5,Central European International Cup,4
Scotland,England,3,1,British Home Championship,2
Italy,Hungary,2,0,Central European International Cup,2
Norway,England,0,6,Friendly,6
Germany,Denmark,8,0,Friendly,8
Sweden,England,0,4,Friendly,4
Uganda,Kenya,9,5,Friendly,4
Finland,England,0,8,Friendly,8
France,Republic of Ireland,0,2,Friendly,2
Norway,Italy,1,3,Friendly,2
Denmark,Norway,5,1,Nordic Championship,4
Sweden,Finland,4,0,FIFA World Cup qualification,4
Sweden,Estonia,7,2,FIFA World Cup qualification,5
Poland,Sweden,3,1,Friendly,2
Latvia,Germany,1,3,Friendly,2
Finland,Germany,0,2,FIFA World Cup qualification,2
Poland,Romania,2,4,Friendly,2
Latvia,Lithuania,4,2,FIFA World Cup qualification,2
Yugoslavia,Turkey,3,1,Friendly,2
Norway,Basque Country,1,3,Friendly,2
Germany,Estonia,4,1,FIFA World Cup qualification,3
Denmark,Basque Country,1,11,Friendly,10
Lithuania,Latvia,1,5,FIFA World Cup qualification,4
Finland,Norway,0,2,Nordic Championship,2
Lithuania,Estonia,0,4,Baltic Cup,4
Estonia,Latvia,0,2,Baltic Cup,2
Mexico,United States,7,2,Friendly,5
Poland,Denmark,3,1,Friendly,2
Hungary,Czechoslovakia,8,3,Central European International Cup,5
Latvia,Estonia,3,1,Friendly,2
Mexico,United States,7,3,Friendly,4
Poland,Yugoslavia,4,0,FIFA World Cup qualification,4
Uruguay,Argentina,0,3,Copa Newton,3
Czechoslovakia,Latvia,4,0,Friendly,4
Northern Ireland,England,1,5,British Home Championship,4
Germany,Norway,3,0,Friendly,3
Argentina,Uruguay,5,1,Copa Lipton,4
Hungary,Switzerland,2,0,Central European International Cup,2
Germany,Sweden,5,0,FIFA World Cup qualification,5
Netherlands,Luxembourg,4,0,FIFA World Cup qualification,4
Mexico,Basque Country,1,4,Friendly,3
Scotland,Czechoslovakia,5,0,Friendly,5
Mexico,Basque Country,0,4,Friendly,4
Dominica,Saint Lucia,4,1,Friendly,3
Portugal,Hungary,4,0,Friendly,4
Mexico,Basque Country,3,1,Friendly,2
Dominica,Saint Lucia,1,3,Friendly,2
Luxembourg,Hungary,0,6,Friendly,6
Israel,Greece,1,3,FIFA World Cup qualification,2
France,Belgium,5,3,Friendly,2
Netherlands,Belgium,7,2,Friendly,5
Haiti,Jamaica,5,2,Friendly,3
Haiti,Jamaica,2,0,Friendly,2
Haiti,Jamaica,2,0,Friendly,2
France,Bulgaria,6,1,Friendly,5
Hungary,Greece,11,1,FIFA World Cup qualification,10
Guyana,Trinidad and Tobago,0,3,Friendly,3
Switzerland,Czechoslovakia,4,0,Central European International Cup,4
Guyana,Trinidad and Tobago,0,2,Friendly,2
Czechoslovakia,Bulgaria,6,0,FIFA World Cup qualification,6
Switzerland,Belgium,0,3,Friendly,3
Germany,England,3,6,Friendly,3
Italy,Belgium,6,1,Friendly,5
Latvia,Lithuania,2,0,Friendly,2
Netherlands,Scotland,1,3,Friendly,2
Italy,Yugoslavia,4,0,Friendly,4
Poland,Republic of Ireland,6,0,Friendly,6
France,England,2,4,Friendly,2
Cuba,Basque Country,0,4,Friendly,4
Czechoslovakia,Netherlands,3,0,FIFA World Cup,3
France,Belgium,3,1,FIFA World Cup,2
Hungary,Indonesia,6,0,FIFA World Cup,6
Germany,Switzerland,2,4,FIFA World Cup,2
Lithuania,Estonia,0,2,Friendly,2
Cuba,Sweden,0,8,FIFA World Cup,8
France,Italy,1,3,FIFA World Cup,2
Hungary,Switzerland,2,0,FIFA World Cup,2
Sweden,Finland,2,0,Friendly,2
Hungary,Sweden,5,1,FIFA World Cup,4
Norway,Finland,9,0,Nordic Championship,9
Brazil,Sweden,4,2,FIFA World Cup,2
Hungary,Italy,2,4,FIFA World Cup,2
Netherlands,Indonesia,9,2,Friendly,7
Finland,Sweden,2,4,Nordic Championship,2
Aruba,Suriname,5,0,Friendly,5
Curaçao,Suriname,4,1,Friendly,3
Suriname,Trinidad and Tobago,3,0,Friendly,3
Estonia,Latvia,0,2,Friendly,2
Sweden,Czechoslovakia,2,6,Friendly,4
Colombia,Peru,2,4,Bolivarian Games,2
Bolivia,Venezuela,3,1,Bolivarian Games,2
Ecuador,Peru,1,9,Bolivarian Games,8
Colombia,Venezuela,2,0,Bolivarian Games,2
Estonia,Finland,1,3,Friendly,2
Saint Kitts and Nevis,Grenada,0,4,Friendly,4
Saint Kitts and Nevis,Grenada,2,4,Friendly,2
Ecuador,Venezuela,5,2,Bolivarian Games,3
Yugoslavia,Czechoslovakia,1,3,Friendly,2
Australia,India,5,3,Friendly,2
Estonia,Lithuania,3,1,Baltic Cup,2
Australia,India,1,4,Friendly,3
Finland,Lithuania,3,1,Friendly,2
Germany,Poland,4,1,Friendly,3
Republic of Ireland,Switzerland,4,0,Friendly,4
Romania,Germany,1,4,Friendly,3
Australia,India,3,1,Friendly,2
Northern Ireland,Scotland,0,2,British Home Championship,2
Kenya,Uganda,1,3,Friendly,2
Mexico,Basque Country,8,4,Friendly,4
Wales,England,4,2,British Home Championship,2
Mexico,Basque Country,2,6,Friendly,4
Mexico,Basque Country,1,3,Friendly,2
England,Norway,4,0,Friendly,4
England,Northern Ireland,7,0,British Home Championship,7
Italy,Switzerland,2,0,Friendly,2
Czechoslovakia,Romania,6,2,Friendly,4
Scotland,Hungary,3,1,Friendly,2
Dominica,Martinique,3,1,Friendly,2
Brazil,Argentina,1,5,Copa Roca,4
Chile,Paraguay,1,5,Copa América,4
Peru,Ecuador,5,2,Copa América,3
Ecuador,Uruguay,0,6,Copa América,6
France,Poland,4,0,Friendly,4
Peru,Chile,3,1,Copa América,2
Belgium,Germany,1,4,Friendly,3
Peru,Paraguay,3,0,Copa América,3
Chile,Ecuador,4,1,Copa América,3
Paraguay,Uruguay,1,3,Copa América,2
Ecuador,Paraguay,1,3,Copa América,2
Portugal,Switzerland,2,4,Friendly,2
Chile,Paraguay,4,1,Friendly,3
Wales,Northern Ireland,3,1,British Home Championship,2
Haiti,Panama,3,0,Friendly,3
Switzerland,Hungary,3,1,Friendly,2
Brittany,Luxembourg,3,1,Friendly,2
Belgium,France,1,3,Friendly,2
Romania,Latvia,4,0,Friendly,4
Bulgaria,Latvia,3,0,Friendly,3
Romania,England,0,2,Friendly,2
Hungary,Italy,1,3,Friendly,2
Sweden,Finland,5,1,Nordic Championship,4
Sweden,Lithuania,7,0,Friendly,7
Denmark,Finland,5,0,Friendly,5
Denmark,Norway,6,3,Friendly,3
Norway,Germany,0,4,Friendly,4
Denmark,Germany,0,2,Friendly,2
Estonia,Germany,0,2,Friendly,2
Finland,Estonia,4,2,Friendly,2
Panama,Cuba,0,4,Friendly,4
Czechoslovakia,Yugoslavia,7,3,Friendly,4
Poland,Hungary,4,2,Friendly,2
Slovakia,Germany,2,0,Friendly,2
China PR,Japan,0,3,Friendly,3
Manchukuo,Japan,0,6,Friendly,6
Denmark,Finland,8,1,Nordic Championship,7
Finland,Latvia,0,3,Friendly,3
Hungary,Germany,5,1,Friendly,4
Sweden,Denmark,4,1,Nordic Championship,3
Yugoslavia,Germany,1,5,Friendly,4
Denmark,Norway,4,1,Nordic Championship,3
Switzerland,Italy,3,1,Friendly,2
Yugoslavia,Hungary,0,2,Friendly,2
